track_name,artist(s)_name,artist_count,released_year,released_month,released_day,release_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams (millions)
Murder In My Mind,Kordhell,1,2022,10,17,10/17/2022,3995,13,457184829,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,457.184829
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,4,22,4/22/2022,3282,12,449701773,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3,449.701773
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,2022,1,21,1/21/2022,2459,20,448843705,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11,448.843705
Calm Down,R��,1,2022,5,6,5/6/2022,4576,0,448500832,79,13,93,0,17,160,G#,Minor,80,74,60,8,0,14,26,448.500832
Me and Your Mama,Childish Gambino,1,1959,11,16,11/16/1959,6512,0,446390129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,446.390129
Nost��l,"Chris Brown, Rvssian, Rauw Alejandro",1,2022,2,9,2/9/2022,4013,10,445763624,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4,445.763624
PRC,"Natanael Cano, Peso Pluma",1,2016,11,10,11/10/2016,8775,0,445590495,33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3,445.590495
Midnight Rain,Taylor Swift,3,2021,9,8,9/8/2021,2780,2,436695353,86,76,59,0,16,98,A,Minor,73,60,85,17,0,24,5,436.695353
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2,2023,1,23,1/23/2023,961,26,436027885,19,143,10,6,15,138,G,Minor,78,89,83,10,0,12,5,436.027885
Take My Breath,The Weeknd,1,2022,10,21,10/21/2022,2612,4,433356509,19,29,21,0,0,140,,Major,64,18,37,72,0,12,7,433.356509
OMG,NewJeans,7,2021,11,19,11/19/2021,2785,0,432719968,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,432.719968
Last Night,Morgan Wallen,1,2021,8,6,8/6/2021,6392,0,432702334,174,73,344,0,0,121,G#,Major,75,53,74,2,0,11,5,432.702334
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,2023,1,2,1/2/2023,1783,27,430977451,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,430.977451
Super Freaky Girl,Nicki Minaj,1,2023,1,31,1/31/2023,2420,19,429829812,52,107,15,1,325,204,F#,Major,52,52,68,46,0,15,4,429.829812
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",1,1986,1,1,1/1/1986,888,0,429504768,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,429.504768
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",1,2022,8,12,8/12/2022,4827,0,428685680,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,428.68568
Thunder,"Prezioso, Gabry Ponte, LUM!X",4,2021,8,13,8/13/2021,6890,0,427486004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5,427.486004
Fuera del mercado,Danny Ocean,2,2019,8,4,8/4/2019,5342,0,426204830,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,426.20483
Notion,The Rare Occasions,3,2021,5,7,5/7/2021,4846,10,422691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6,422.691058
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",1,2022,2,17,2/17/2022,2499,21,421365166,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,421.365166
Un Ratito,Bad Bunny,1,2016,8,5,8/5/2016,2393,0,421135627,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,421.135627
The Color Violet,Tory Lanez,3,2021,9,24,9/24/2021,4091,0,421040617,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4,421.040617
Happier Than Ever - Edit,Billie Eilish,1,2022,5,6,5/6/2022,1112,6,417230415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,417.230415
Those Eyes,New West,1,2021,12,10,12/10/2021,2585,32,415932686,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,415.932686
Angel Baby,Troye Sivan,1,2021,7,28,7/28/2021,1959,0,412795151,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3,412.795151
Shut up My Moms Calling,Hotel Ugly,1,2019,5,10,5/10/2019,1507,14,411747614,24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3,411.747614
No Se Va,Grupo Frontera,1,2021,9,9,9/9/2021,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,408.843328
Sleigh Ride,The Ronettes,1,2020,2,10,2/10/2020,1788,14,405136812,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,405.136812
Karma,Taylor Swift,1,2022,4,28,4/28/2022,924,18,404887295,17,80,22,9,38,173,,Major,59,69,53,12,0,23,3,404.887295
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1963,11,22,11/22/1963,10114,0,404664135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,404.664135
Un Coco,Bad Bunny,1,2022,10,21,10/21/2022,3818,23,404562836,37,55,32,0,272,90,G#,Major,64,10,62,7,0,48,7,404.562836
���������������������,Fujii Kaze,1,1979,11,16,11/16/1979,1685,0,403939487,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3,403.939487
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",1,2022,5,6,5/6/2022,1029,28,403231558,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,403.231558
Snooze,SZA,1,2020,5,20,5/20/2020,685,14,403097450,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,403.09745
Ditto,NewJeans,3,2022,12,2,12/2/2022,2959,16,401036314,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21,401.036314
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",1,2022,12,9,12/9/2022,2839,25,399686758,58,156,42,1,236,143,F,Major,56,39,55,14,0,11,13,399.686758
A Holly Jolly Christmas - Single Version,Burl Ives,1,2022,12,19,12/19/2022,1154,22,397582059,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,397.582059
Jordan,Ryan Castro,3,1942,1,1,1/1/1942,11940,0,395591396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,395.591396
Medallo,"Justin Quiles, Lenny Tav��rez, BL",1,1952,1,1,1/1/1952,7930,0,395591396,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3,395.591396
Is There Someone Else?,The Weeknd,1,2021,4,30,4/30/2021,2844,2,394030335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,394.030335
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,3,2021,10,27,10/27/2021,2780,2,393230256,54,21,57,1,0,90,E,Minor,79,79,70,57,0,66,8,393.230256
Daylight,David Kushner,1,2022,1,7,1/7/2022,2881,6,391251368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,391.251368
Mary On A Cross,Ghost,1,1946,11,1,11/1/1946,11500,0,389771964,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4,389.771964
Belly Dancer,"BYOR, Imanbek",1,2023,4,14,4/14/2023,3528,98,387570742,80,156,182,24,"1,281",130,D,Minor,51,32,43,83,0,9,3,387.570742
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",1,2019,9,13,9/13/2019,2668,2,387080183,38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4,387.080183
In The Stars,Benson Boone,2,2022,2,18,2/18/2022,5115,13,383835984,109,38,301,1,33,122,C#,Major,85,42,80,6,0,17,14,383.835984
Punto G,Quevedo,3,2021,11,5,11/5/2021,4963,0,383550148,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4,383.550148
Monoton�,"Ozuna, Shakira",1,2022,4,29,4/29/2022,2224,8,382199619,48,40,87,1,210,78,A#,Major,36,30,54,34,0,14,5,382.199619
Selfish,PnB Rock,1,2022,11,4,11/4/2022,1985,35,381161027,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15,381.161027
Praise God,Kanye West,2,2022,10,19,10/19/2022,3645,15,380726517,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5,380.726517
LA FAMA (with The Weeknd),"The Weeknd, ROSAL�",1,2016,6,23,6/23/2016,2468,0,380319238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4,380.319238
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",1,2021,8,29,8/29/2021,4651,0,376333030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,376.33303
People,Libianca,2,2021,11,11,11/11/2021,4640,3,374706940,81,93,507,6,4,136,,Minor,77,82,30,95,0,13,5,374.70694
Bloody Mary,Lady Gaga,2,2021,12,29,12/29/2021,1678,12,374191487,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32,374.191487
Alien Blues,Vundabar,1,2022,12,2,12/2/2022,3506,56,373199958,105,64,169,8,529,198,A#,Minor,59,71,42,55,0,10,7,373.199958
Something In The Way - Remastered 2021,Nirvana,1,2011,1,1,1/1/2011,3909,0,372476382,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,372.476382
You Proof,Morgan Wallen,1,2015,7,24,7/24/2015,1930,0,370068639,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,370.068639
Bebe Dame,"Fuerza Regida, Grupo Frontera",1,1991,9,24,9/24/1991,9514,0,368646862,45,27,"1,197",0,43,106,G#,Major,44,8,20,74,42,11,3,368.646862
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",1,2022,5,13,5/13/2022,2128,9,367814306,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3,367.814306
Matilda,Harry Styles,2,2022,12,16,12/16/2022,849,22,367316268,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5,367.316268
Hype Boy,NewJeans,3,2022,7,17,7/17/2022,292,6,366599607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,366.599607
Acapulco,Jason Derulo,1,2022,5,20,5/20/2022,3218,3,366214458,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,366.214458
Like Crazy,Jimin,1,2022,8,1,8/1/2022,892,17,363472647,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,363.472647
Vista Al Mar,Quevedo,1,2021,9,1,9/1/2021,3098,0,363467642,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5,363.467642
BESO,"Rauw Alejandro, ROSAL�",1,2023,3,24,3/24/2023,596,68,363369738,8,104,23,2,29,120,G,Major,63,36,73,0,0,36,4,363.369738
METAMORPHOSIS,INTERWORLD,1,2022,9,8,9/8/2022,1769,34,362361576,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13,362.361576
I Hate U,SZA,2,2023,3,24,3/24/2023,4053,50,357925728,82,121,182,12,171,95,F,Minor,77,53,64,74,0,17,14,357.925728
Ley Seca,"Anuel Aa, Jhay Cortez",1,2021,11,25,11/25/2021,1561,24,357580552,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10,357.580552
BREAK MY SOUL,Beyonc�,1,2021,12,3,12/3/2021,4094,0,356709897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,356.709897
El Azul,"Junior H, Peso Pluma",2,2021,9,2,9/2/2021,2012,0,355219175,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10,355.219175
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",1,2022,6,21,6/21/2022,9724,0,354614964,222,61,259,14,2,115,C#,Minor,70,87,88,4,0,26,8,354.614964
Merry Christmas Everyone,Shakin' Stevens,2,2023,2,10,2/10/2023,692,25,354495408,10,107,6,3,62,144,A,Minor,56,84,65,23,0,10,6,354.495408
You Belong With Me (Taylor���s Ve,Taylor Swift,3,2021,9,16,9/16/2021,3643,0,354065229,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6,354.065229
X ��LTIMA,"Daddy Yankee, Bad Bunny",1,1984,1,1,1/1/1984,1087,0,351636786,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,351.636786
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",1,2021,4,9,4/9/2021,2619,12,350381515,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3,350.381515
"You're On Your Own, Kid",Taylor Swift,2,2022,3,25,3/25/2022,2697,1,349746291,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,349.746291
this is what falling in love feels like,JVKE,3,2022,1,5,1/5/2022,2235,0,349585590,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,349.58559
The Feels,TWICE,1,2022,10,21,10/21/2022,2537,2,348647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,348.647203
CHORRITO PA LAS ANIMAS,Feid,1,2021,9,3,9/3/2021,2005,0,346127840,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,346.12784
Andrea,"Buscabulla, Bad Bunny",1,2021,10,1,10/1/2021,1150,0,345903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,345.903614
she's all i wanna be,Tate McRae,1,2022,12,2,12/2/2022,2321,36,345031710,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6,345.03171
Nonsense,Sabrina Carpenter,2,2022,5,6,5/6/2022,1195,0,344055883,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,344.055883
Super Gremlin,Kodak Black,1,2022,2,4,2/4/2022,2711,0,343197054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,343.197054
Out of Time,The Weeknd,1,2022,7,15,7/15/2022,2346,27,342897938,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,342.897938
Demasiadas Mujeres,C. Tangana,1,2021,10,30,10/30/2021,2551,0,342779426,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14,342.779426
TV,Billie Eilish,1,2022,1,7,1/7/2022,3711,0,339659802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,339.659802
Dos Mil 16,Bad Bunny,1,2020,10,8,10/8/2020,2226,0,339473453,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,339.473453
Classy 101,"Feid, Young Miko",1,2022,7,21,7/21/2022,3009,2,338564981,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,338.564981
Players,Coi Leray,1,2022,5,6,5/6/2022,892,3,338422004,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,338.422004
Music For a Sushi Restaurant,Harry Styles,2,2023,3,31,3/31/2023,2610,40,335222234,43,100,54,14,187,100,B,Major,86,67,66,14,0,12,16,335.222234
La Llevo Al Cielo (Ft. ��engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",1,2022,11,30,11/30/2022,4096,6,335074782,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,335.074782
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,5,20,5/20/2022,4449,1,334733572,80,11,66,0,1,107,B,Major,72,36,72,26,6,11,4,334.733572
c��mo dormi,Rels B,4,2022,5,20,5/20/2022,3559,3,333146475,36,1,31,0,1,170,A,Minor,80,77,85,11,0,17,14,333.146475
Run BTS,BTS,1,2022,9,22,9/22/2022,2616,0,332506354,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,332.506354
Por las Noches,Peso Pluma,1,2022,8,4,8/4/2022,1452,35,331511413,16,15,20,0,0,126,C#,Major,63,56,43,24,0,12,23,331.511413
Bejeweled,Taylor Swift,1,2022,6,10,6/10/2022,736,0,330881149,5,132,17,0,3,77,G#,Major,72,70,82,2,0,4,17,330.881149
Excuses,"Intense, AP Dhillon, Gurinder Gill",1,2021,6,11,6/11/2021,457,24,330346424,8,116,4,3,2,92,,Major,81,39,60,31,0,7,3,330.346424
Sacrifice,The Weeknd,1,2022,10,21,10/21/2022,2699,0,328207708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,328.207708
10:35,"Ti��sto, Tate M",3,2020,7,24,7/24/2020,272,4,327498031,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,327.498031
JGL,"Luis R Conriquez, La Adictiva",1,2022,1,7,1/7/2022,4440,0,326792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,326.792833
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,11,1,11/1/2022,4942,26,325592432,190,104,147,18,63,120,G#,Major,70,70,79,7,0,18,10,325.592432
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",2,2022,2,18,2/18/2022,782,9,323455692,15,33,6,1,0,113,G#,Major,70,97,59,55,0,27,12,323.455692
GAT��,"Maldy, Karol G",2,2022,10,21,10/21/2022,2415,0,323437194,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,323.437194
Ya No Somos Ni Seremos,Christian Nodal,3,2022,11,20,11/20/2022,889,20,323358833,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4,323.358833
Maan Meri Jaan,King,2,2022,8,25,8/25/2022,3328,13,322336177,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,322.336177
Otro Atardecer,"Bad Bunny, The Mar��",1,2022,2,18,2/18/2022,866,16,319757142,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,319.757142
Maroon,Taylor Swift,1,2022,10,12,10/12/2022,288,6,319566866,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,319.566866
Christmas Tree,V,2,2022,5,6,5/6/2022,1681,7,319546754,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,319.546754
Yo No Soy Celoso,Bad Bunny,1,2022,10,21,10/21/2022,2304,0,317726339,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,317.726339
La Zona,Bad Bunny,1,2021,12,24,12/24/2021,509,9,317622165,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4,317.622165
Satellite,Harry Styles,1,2022,5,6,5/6/2022,1179,0,313113297,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,313.113297
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",1,2020,2,29,2/29/2020,1188,0,312622938,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4,312.622938
Shirt,SZA,1,2022,5,20,5/20/2022,3291,5,311482393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,311.482393
Besos Moja2,"Wisin & Yandel, ROSAL�",3,2022,1,7,1/7/2022,3517,0,311395144,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19,311.395144
ULTRA SOLO,"Polima WestCoast, Pailita",1,2022,10,28,10/28/2022,3469,0,309653982,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,309.653982
Fin de Semana,"Oscar Maydon, Junior H",2,2022,9,29,9/29/2022,2460,13,309483971,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,309.483971
LOVE DIVE,IVE,2,2022,2,14,2/14/2022,1367,0,307752576,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,307.752576
Me Fui de Vacaciones,Bad Bunny,2,2023,1,13,1/13/2023,592,14,307370144,11,84,6,1,30,98,,Major,70,37,54,6,0,9,8,307.370144
Gato de Noche,"Nengo Flow, Bad Bunny",1,2022,4,5,4/5/2022,753,8,305771063,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,305.771063
PUNTO 40,"Baby Rasta, Rauw Alejandro",1,2022,5,6,5/6/2022,1443,0,305650299,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,305.650299
WHERE SHE GOES,Bad Bunny,2,2022,12,22,12/22/2022,2651,30,304118600,21,55,32,3,0,94,G#,Major,89,61,66,17,0,36,16,304.1186
SPIT IN MY FACE!,ThxSoMch,2,2022,9,22,9/22/2022,3006,12,304079786,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,304.079786
Yet To Come,BTS,1,2023,5,18,5/18/2023,3133,50,303236322,84,133,87,15,425,144,A,Minor,65,23,80,14,63,11,6,303.236322
N95,Kendrick Lamar,1,2022,10,31,10/31/2022,629,14,303216294,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,303.216294
ANTIFRAGILE,LE SSERAFIM,1,2022,6,10,6/10/2022,829,0,302006641,32,110,26,0,0,172,C#,Major,56,68,89,4,0,33,19,302.006641
Where Did You Go?,"MNEK, Jax Jones",1,2022,10,31,10/31/2022,573,0,301869854,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,301.869854
Chale,Eden Mu��,1,2022,5,13,5/13/2022,5542,0,301242089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,301.242089
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",1,2022,10,17,10/17/2022,761,12,301051721,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,301.051721
LET GO,Central Cee,2,2022,1,26,1/26/2022,4531,0,300983101,135,74,119,1,18,127,A#,Major,77,53,78,19,0,29,4,300.983101
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,2,18,2/18/2022,695,11,299648208,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,299.648208
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",2,2022,3,11,3/11/2022,3501,0,299634472,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,299.634472
Numb,"Marshmello, Khalid",1,2022,12,15,12/15/2022,2301,20,298063749,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,298.063749
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",1,2022,10,28,10/28/2022,3311,0,297328960,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,297.32896
CAIRO,"Karol G, Ovy On The Drums",3,1958,1,1,1/1/1958,6290,0,295998468,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,295.998468
Last Last,Burna Boy,2,2022,6,10,6/10/2022,3879,2,295307001,107,76,86,1,9,120,,Minor,91,63,77,12,1,10,5,295.307001
ceilings,Lizzy McAlpine,2,2022,8,15,8/15/2022,685,5,295152154,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4,295.152154
Mal Feito - Ao Vivo,"Mar��lia Mendon��a, Hugo & G",2,2022,11,13,11/13/2022,2418,26,294352144,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31,294.352144
Daylight,Harry Styles,1,2022,5,12,5/12/2022,4526,12,293466523,156,275,150,3,128,88,D#,Minor,80,55,56,13,0,8,9,293.466523
Every Summertime,NIKI,1,2022,4,8,4/8/2022,3242,9,293186992,67,55,48,0,6,148,A,Major,51,27,33,48,0,22,3,293.186992
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,1,14,1/14/2022,971,2,291709698,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7,291.709698
El Rescate,"Grupo Marca Registrada, Junior H",1,2022,5,20,5/20/2022,2775,0,290833204,21,11,40,0,0,146,,Major,69,63,45,48,0,18,4,290.833204
It'll Be Okay,Shawn Mendes,1,2021,8,10,8/10/2021,1211,2,290228626,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4,290.228626
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",2,2022,12,1,12/1/2022,536,10,288101651,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,288.101651
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",2,2022,7,22,7/22/2022,527,4,287278853,10,43,3,1,0,99,G,Minor,79,64,59,28,0,11,14,287.278853
Nobody Gets Me,SZA,1,2021,12,1,12/1/2021,1950,0,287201015,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3,287.201015
Radio,Lana Del Rey,3,2022,3,18,3/18/2022,5290,0,286739476,139,73,142,0,5,123,E,Minor,60,46,71,3,0,16,4,286.739476
How Do I Say Goodbye,Dean Lewis,3,2022,12,2,12/2/2022,2110,58,286400165,17,119,19,2,266,88,G,Minor,68,17,71,15,0,11,5,286.400165
Pasoori,"Shae Gill, Ali Sethi",1,2022,12,9,12/9/2022,2536,6,284908316,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,284.908316
Hold Me Closer,"Elton John, Britney Spears",1,2011,1,1,1/1/2011,9389,46,284819874,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,284.819874
Aguacero,Bad Bunny,1,2022,8,5,8/5/2022,2163,15,284785823,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,284.785823
Un Verano Sin Ti,Bad Bunny,2,2022,2,6,2/6/2022,349,6,284249832,10,22,3,0,0,92,B,Minor,71,67,60,7,0,6,4,284.249832
Forever,Labrinth,2,2017,11,10,11/10/2017,4967,0,284216603,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,284.216603
Ens����ame,Bad Bunny,1,2022,5,6,5/6/2022,829,0,283359161,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,283.359161
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",1,2022,5,6,5/6/2022,1004,1,283332261,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,283.332261
Ferxxo 100,Feid,1,2019,10,4,10/4/2019,3618,0,282883169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,282.883169
BILLIE EILISH.,Armani White,1,2022,5,6,5/6/2022,1112,3,279737940,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,279.73794
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",5,2022,6,16,6/16/2022,2341,0,279717388,37,2,38,2,0,110,C#,Major,91,59,82,8,0,6,8,279.717388
Caile,Luar La L,1,2022,6,3,6/3/2022,1647,30,278920007,20,49,23,2,2,164,G#,Minor,70,58,57,25,0,15,7,278.920007
Little Freak,Harry Styles,1,2022,1,20,1/20/2022,2537,0,277132266,49,1,67,11,1,100,C#,Major,90,75,50,11,0,9,26,277.132266
Pantysito,"Feid, Alejo, Robi",3,2022,12,2,12/2/2022,1682,46,276259178,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,276.259178
Low,SZA,1,2020,12,18,12/18/2020,1494,2,273914335,17,12,15,0,0,122,,Major,70,46,76,30,0,9,45,273.914335
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",1,2022,5,20,5/20/2022,2302,0,273194684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,273.194684
Le�,Mar��lia Mendo,3,2022,3,18,3/18/2022,2995,0,273005485,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,273.005485
Surface Pressure,Jessica Darrow,1,2022,12,9,12/9/2022,1911,0,272377463,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6,272.377463
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2022,5,12,5/12/2022,2942,0,271666301,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33,271.666301
Car's Outside,James Arthur,1,2022,12,9,12/9/2022,993,4,267789608,30,84,88,1,28,130,F#,Major,74,79,87,45,0,30,3,267.789608
After LIKE,IVE,1,2021,11,19,11/19/2021,1756,0,267758538,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31,267.758538
